empid,firstname,lastname,gender,email,dateofbirth,ageinyears,weightinkgs,yearofjoining,ssn,phoneno,city,zip,region,userid,password,stat
957082,Denise,Swanson,F,denise.swanson@aol.com,5/6/1992,25.24,56,2017,022-92-5284,217-370-8360,Springfield,62767,Midwest,djswanson,m}\?gfh$U,Running
191995,Sasha,Beard,F,sasha.beard@gmail.com,6/5/1980,37.17,58,2004,169-86-7143,236-772-2857,Manassas,20111,South,sdbeard,lG\/qVrz,Stop
294276,Josh,Tucker,M,josh.tucker@hotmail.com,7/28/1991,26.02,67,2016,422-67-3272,218-540-9156,Whalan,55986,Midwest,jxtucker,qMU[&J1|Y7,Stop
955260,Rodger,Roach,M,rodger.roach@apple.com,11/25/1968,48.7,83,1993,149-23-8005,209-298-1056,Pico Rivera,90665,West,rxroach,PlK8>Aq8nTkNS;,Stop
457714,Miles,Mcdaniel,M,miles.mcdaniel@gmail.com,10/29/1963,53.78,81,2011,139-23-1760,303-213-8612,Denver,80252,West,mymcdaniel,VCPKZMO5Qj,Stop
327467,Erin,French,F,erin.french@hotmail.com,5/18/1974,43.22,58,2012,384-37-0941,215-665-8924,Dushore,18614,Northeast,eafrench,0hu:@.+B|3rTO,Stop
642418,Rosalind,Booth,F,rosalind.booth@shaw.ca,4/4/1971,46.35,47,1998,196-84-7109,218-930-9410,Morris,56267,Midwest,rpbooth,g|{x[PF4N,Stop
536053,Lenard,Conner,M,lenard.conner@gmail.com,6/4/1976,41.18,56,2017,069-02-9465,314-499-3596,Lawson,64062,Midwest,lzconner,h!JVLg%2rcz\Q,Running
950796,Wilson,Mcmillan,M,wilson.mcmillan@msn.com,10/17/1990,26.8,90,2015,623-85-7218,302-715-9387,Wilmington,19886,South,wkmcmillan,l#m{3;6b.|J,Stop
475176,Harley,Murphy,M,harley.murphy@yahoo.com,2/23/1967,50.46,56,2008,080-02-0896,262-535-9860,Antigo,54409,Midwest,htmurphy,U9_y1aY>8/T+?,Running
873985,Carrie,Ramsey,F,carrie.ramsey@gmail.com,2/20/1995,22.45,41,2017,071-02-4170,316-624-6536,Oketo,66518,Midwest,ciramsey,V16H0jRvs~46Z,Running
706151,Esteban,Finch,M,esteban.finch@walmart.com,7/23/1978,39.04,64,2013,123-98-0250,209-464-5164,Fresno,93729,West,eifinch,RN7$$_&B,Running
734991,Merle,Martin,M,merle.martin@gmail.com,7/23/1965,52.05,57,2016,305-37-9398,423-297-4006,White House,37188,South,mvmartin,Agf<f!!yW>a-Q~,Running
461350,Joanna,Rodriquez,F,joanna.rodriquez@gmail.com,11/9/1963,53.75,54,1987,049-15-6660,205-687-4611,Cullman,35056,South,jcrodriquez,2?NR&La&KAg,Running
454745,Cyrus,Gardner,M,cyrus.gardner@gmail.com,5/13/1992,25.22,80,2013,518-89-1335,236-207-5102,Charles City,23030,South,cmgardner,vT6Im:~ZBA?jv,Stop
901588,Mariana,Mcneil,F,mariana.mcneil@aol.com,3/25/1961,56.38,41,1984,008-94-2276,239-359-5958,Paisley,32767,South,mnmcneil,NET8kqGxn{,Running
891083,Fletcher,Hardin,M,fletcher.hardin@btinternet.com,5/24/1995,22.19,61,2016,347-08-5571,205-508-8287,Wilmer,36587,South,fzhardin,F8/lL~!j+LqY,Stop
654747,Edwin,Brock,M,edwin.brock@gmail.com,8/5/1994,22.99,81,2015,233-57-3669,210-948-4620,Austin,78702,South,ezbrock,sX!fV$!?,Stop
778415,Noreen,Bray,F,noreen.bray@gmail.com,11/23/1960,56.72,41,1988,200-84-7513,225-289-2180,Iota,70543,South,ngbray,YeJh\aZ0QOA,Stop
996768,Ollie,Woods,M,ollie.woods@aol.com,1/26/1984,33.53,54,2014,454-99-5744,225-575-8670,Melrose,71452,South,oewoods,m]%F_VV>Doq,Stop
295864,Cleveland,Kirkland,M,cleveland.kirkland@gmail.com,4/22/1993,24.28,69,2016,482-41-7537,239-219-0554,Spring Hill,34606,South,cckirkland,jX&$y!+6UccY,Running
924999,Arron,Olsen,M,arron.olsen@shaw.ca,1/1/1978,39.6,84,2009,446-27-8138,216-272-3835,Cleveland,44181,Midwest,anolsen,Y3fpivcq4o>,Running
291663,Elijah,Garrison,M,elijah.garrison@gmail.com,1/1/1987,30.59,80,2014,475-55-8648,207-804-7339,Grand Lake Stream,4637,Northeast,eagarrison,l*1T./eQH<o,Stop
818352,Allie,Landry,F,allie.landry@ntlworld.com,1/7/1966,51.59,54,2006,183-86-4136,252-527-8497,Claremont,28610,South,ablandry,sZO7{\Gt<E;,Stop
636018,Janie,Cooke,F,janie.cooke@gmail.com,5/12/1970,47.24,44,2012,515-31-6632,405-828-1625,Enid,73706,South,jfcooke,8#vWTYTRY,Running
712045,Shelia,Conrad,F,shelia.conrad@ibm.com,8/15/1974,42.98,55,2001,389-33-2066,907-837-8699,Central,99730,West,svconrad,LG+B\$8Z,Stop
507999,Aida,Banks,F,aida.banks@yahoo.com,11/29/1991,25.68,59,2013,138-25-2714,236-512-2651,Lovingston,22949,South,aebanks,RO#nKM1vdd0r,Stop
770255,Lora,Wheeler,F,lora.wheeler@gmail.com,9/1/1977,39.93,42,2012,436-99-9214,239-457-3136,Fort Lauderdale,33324,South,liwheeler,Mo[{R-&rv8WXn,Running
977573,Fritz,Gross,M,fritz.gross@ibm.com,3/12/1977,40.41,57,2004,302-15-8717,803-557-4819,Charleston,29417,South,fkgross,KgeT:~xsa,Running
206695,Natalie,Ellison,F,natalie.ellison@bp.com,7/6/1972,45.09,47,2008,396-33-8229,219-248-8159,South Bend,46617,Midwest,nvellison,6J{TUCK_W\4j2c<,Running
688327,Eliseo,Berry,M,eliseo.berry@apple.com,2/28/1985,32.43,87,2011,710-18-4715,218-799-2685,Duluth,55804,Midwest,eaberry,Srx%6Qt3\c30#,Stop
903098,Philip,Mcbride,M,philip.mcbride@outlook.com,11/25/1987,29.69,51,2017,446-27-6024,319-230-2779,Pleasant Valley,52767,Midwest,ptmcbride,tub#GCCK?^CSJY.,Running
557561,Kay,Travis,F,kay.travis@yahoo.co.in,8/14/1967,49.99,46,1994,544-81-9190,480-454-5959,Sahuarita,85629,West,kltravis,6sU.SYRinY|Q?S~,Stop
864516,Liliana,Donovan,F,liliana.donovan@hotmail.com,9/18/1984,32.88,41,2007,683-24-5188,215-232-3660,Pittsburgh,15219,Northeast,lcdonovan,w4r}piM*Z:Nu-gN,Stop
743727,Elise,Kidd,F,elise.kidd@hotmail.com,2/24/1967,50.46,45,1989,360-08-1688,316-273-4511,Bern,66408,Midwest,eikidd,C>sCg95.4f,Running
205865,Tabitha,Baird,F,tabitha.baird@cox.net,5/3/1961,56.27,47,2002,479-41-7888,210-239-0123,Terrell,75160,South,tqbaird,thw&-Kwa1qR_,Stop
909024,Barney,Guerrero,M,barney.guerrero@gmail.com,1/2/1974,43.6,83,2006,501-37-7976,308-689-3365,Dalton,69131,Midwest,bsguerrero,g-PU.urG2!,Running
808609,Myrtle,Riggs,F,myrtle.riggs@shaw.ca,10/10/1990,26.82,46,2017,591-99-2283,219-544-9146,Anderson,46013,Midwest,moriggs,V#?q-}vI+z,Running
804895,Frederick,Mckay,M,frederick.mckay@gmail.com,8/9/1987,29.99,81,2013,766-04-7699,205-269-7700,Edwardsville,36261,South,fimckay,y^&u{{qq&/0,Running
564246,Debora,Hinton,F,debora.hinton@hotmail.com,10/1/1994,22.84,44,2016,279-15-1416,215-998-0363,Cross Fork,17729,Northeast,dthinton,5<x#t>$fz,Running
208230,Merlin,Meyers,M,merlin.meyers@gmail.com,11/14/1970,46.73,54,2009,254-99-4534,304-362-7855,Hambleton,26269,South,mkmeyers,qRl_Py~!s->*8,Running
232387,Celia,Huffman,F,celia.huffman@rediffmail.com,3/13/1995,22.39,57,2016,109-98-4636,304-761-1064,Apple Grove,25502,South,cuhuffman,OS/>eXHaCO8rV,Running
124923,Tina,Cabrera,F,tina.cabrera@gmail.com,3/12/1970,47.41,50,1999,192-86-8848,314-548-4323,Beulah,65436,Midwest,tccabrera,d}&LOPS~FCYj,Stop
274518,Kelsey,Brown,F,kelsey.brown@gmail.com,10/9/1985,31.82,59,2009,623-85-1493,212-549-1195,New York City,10017,Northeast,kjbrown,geNQ^W0xe*h9,Running
288568,Danny,Shaw,M,danny.shaw@gmail.com,4/27/1972,45.28,86,1997,709-18-2854,215-993-2752,Warminster,18974,Northeast,dushaw,n+}Bs4^7uO,Running
802355,Dena,Gomez,F,dena.gomez@aol.com,12/30/1968,48.61,54,1999,610-87-8150,216-287-8358,Cincinnati,45207,Midwest,dxgomez,xE7/UcQv,Stop
648744,Edmund,Blankenship,M,edmund.blankenship@yahoo.com,11/11/1965,51.75,84,2017,491-29-8264,209-494-8948,Pittsburg,94565,West,ebblankenship,i:K^t6+V{J~PjY,Running
224106,Hershel,Cain,M,hershel.cain@walmart.com,3/8/1964,53.42,57,1986,280-15-6288,215-857-2813,Yeagertown,17099,Northeast,hycain,Su;Qyto\~7vSg&x,Stop
543320,Lawanda,Whitehead,F,lawanda.whitehead@earthlink.net,7/29/1973,44.03,42,2013,575-99-6454,270-931-3875,Garrard,40941,South,lawhitehead,Kj>&]ok7/9MnPW;,Running
838662,Sophia,Gregory,F,sophia.gregory@sbcglobal.net,2/11/1986,31.48,41,2012,323-11-4511,205-651-2474,Midland City,36350,South,srgregory,f4jn.x\>0W,Stop
138130,Lauren,Mcgee,F,lauren.mcgee@gmail.com,6/12/1977,40.15,45,2014,106-98-1110,225-917-8648,Reserve,70084,South,lqmcgee,uhB[No}C>}/,Stop
516579,Guy,Rutledge,M,guy.rutledge@hotmail.com,6/28/1994,23.1,84,2016,538-71-2253,252-415-7913,Charlotte,28214,South,gqrutledge,v+{i:Uhk+e,Stop
939556,Kurt,Oconnor,M,kurt.oconnor@hotmail.co.uk,6/20/1970,47.14,90,2002,152-23-3388,302-848-9544,Ellendale,19941,South,kvoconnor,vo>-uOu{y8#,Stop
495659,Mallory,Pearson,F,mallory.pearson@aol.com,1/22/1970,47.55,50,1993,393-33-6184,219-806-7357,Fort Wayne,46859,Midwest,mwpearson,PXp<w[Kf*,Running
630030,Louisa,Nelson,F,louisa.nelson@aol.com,2/28/1979,38.44,53,2005,222-11-9575,210-952-2993,Big Bend National Park,79834,South,lknelson,h>xq<u<Sy?M?g,Running
874431,Diego,Huffman,M,diego.huffman@hotmail.com,7/10/1961,56.09,50,1998,690-22-9118,262-737-1691,Catawba,54515,Midwest,djhuffman,z6J}W]o|igz0S,Stop
809793,Louisa,Ellison,F,louisa.ellison@yahoo.co.uk,12/5/1978,38.67,58,2004,557-99-1239,209-240-0581,Whittier,90610,West,luellison,sg?Nqx~SN,Stop
942454,Josue,Cross,M,josue.cross@shell.com,3/31/1986,31.35,81,2011,330-11-1417,319-631-9453,Coralville,52241,Midwest,jvcross,u~LZCD]e~u?3,Running
228229,Ines,Dominguez,F,ines.dominguez@sbcglobal.net,1/20/1975,42.55,40,2010,192-86-7885,239-958-4051,West Palm Beach,33419,South,ihdominguez,jWnV%mJaa,Stop
375190,Lance,Garza,M,lance.garza@verizon.net,9/22/1979,37.87,54,2003,267-99-4896,228-765-1842,Lamar,38642,South,lygarza,F>Q<F>f2Og?n_-,Running
532560,Belinda,Pace,F,belinda.pace@yahoo.com,7/7/1976,41.08,52,2009,713-18-2119,252-731-0304,New Bern,28564,South,bspace,v2f+e.o<,Running
210135,Gracie,Herring,F,gracie.herring@shaw.ca,8/20/1988,28.96,57,2013,271-17-9236,262-729-7707,Green Bay,54301,Midwest,geherring,qMGJv37e,Running
228355,Benito,Knapp,M,benito.knapp@aol.com,7/15/1979,38.06,80,2004,584-99-7295,262-320-6394,Grand View,54839,Midwest,baknapp,qT1jamP2Nfj*gw,Stop
965308,Lucinda,Mcgowan,F,lucinda.mcgowan@gmail.com,11/15/1983,33.72,55,2017,591-99-0882,270-665-8559,Bedford,40006,South,lqmcgowan,5ET:_Bl?[o##m,Stop
768500,Jami,Golden,F,jami.golden@gmail.com,11/21/1960,56.72,60,1985,378-37-7676,304-867-4534,Glenhayes,25519,South,jggolden,Cu!SGyXDco,Running
816768,David,Gutierrez,M,david.gutierrez@gmail.com,2/19/1995,22.45,90,2017,252-99-4453,210-529-3564,Wells,75976,South,dbgutierrez,2N\t$raNo<@0,Running
909541,Clement,Myers,M,clement.myers@earthlink.net,11/26/1958,58.71,64,1983,152-23-1091,201-948-7092,Marmora,8223,Northeast,cbmyers,y|MmZ&n/3RY},Running
529604,Shane,Porter,M,shane.porter@hotmail.co.uk,6/7/1982,35.16,81,2014,220-89-6649,219-628-4542,Leo,46765,Midwest,ssporter,B&!a;7&$Ez<pR*,Stop
140932,Clint,Gross,M,clint.gross@microsoft.com,4/20/1969,48.3,60,2000,128-98-4086,206-920-1593,Northport,99157,West,cugross,IXe<^9W*$pyMPa|,Running
725731,Ofelia,Pickett,F,ofelia.pickett@hotmail.com,2/27/1990,27.43,54,2013,187-86-2657,225-584-0970,Sugartown,70662,South,okpickett,K&!gD73Q,Stop
214985,Karina,Green,F,karina.green@yahoo.ca,10/3/1967,49.85,54,2006,351-08-9588,314-676-5716,Osborn,64474,Midwest,klgreen,6arNAH{Y[x{^p,Stop
405156,Sam,Burris,M,sam.burris@cox.net,2/16/1960,57.48,64,1986,229-99-5055,225-370-4982,Mira,71059,South,soburris,C|2Y9x-MuS_Nz,Running
249736,Lina,Shannon,F,lina.shannon@bp.com,2/17/1981,36.47,57,2010,613-87-7056,503-789-2300,Kent,97033,West,lpshannon,Z.QmIH<DX;,Running
526273,Myles,Coleman,M,myles.coleman@gmail.com,2/3/1983,34.5,80,2011,614-87-5221,215-472-6369,Irwin,15642,Northeast,mmcoleman,Myz|7UT1e%f3AD,Running
654723,Clay,Freeman,M,clay.freeman@gmail.com,8/9/1973,44,80,2011,079-02-5138,216-365-4336,Edgerton,43517,Midwest,cefreeman,YGUcyuLhm>FQ,Stop
672964,Catalina,Guthrie,F,catalina.guthrie@aol.com,5/13/1975,42.24,57,2000,449-99-7238,262-632-7576,Wales,53183,Midwest,csguthrie,fP5$QSo8U+L3,Stop
240799,Nannie,Moon,F,nannie.moon@gmail.com,5/19/1976,41.22,50,2009,276-17-6827,208-295-9974,Mountain Home,83647,West,nemoon,n*m;Q!v.yN/F42,Running
169618,Donovan,Serrano,M,donovan.serrano@btinternet.com,10/16/1988,28.8,54,2013,463-99-4299,339-398-8707,South Dartmouth,2748,Northeast,dtserrano,GRBA}nHv/q_d%S{,Stop
430633,Sondra,Reyes,F,sondra.reyes@yahoo.co.uk,4/18/1993,24.29,59,2016,174-86-7119,316-699-7521,Harveyville,66431,Midwest,srreyes,47$lqRZ.{>*r{4h,Running
116286,Terrance,Duke,M,terrance.duke@microsoft.com,11/2/1984,32.76,87,2013,207-84-7616,262-780-2520,Junction City,54443,Midwest,tnduke,cO+aD@V!,Running
486573,Colleen,Rodriguez,F,colleen.rodriguez@cox.net,2/13/1994,23.47,42,2015,677-22-3168,701-285-0439,Pingree,58476,Midwest,czrodriguez,9W+ZO$+v<}T1T5,Running
371751,Thad,Luna,M,thad.luna@gmail.com,2/22/1969,48.46,53,2007,043-15-7824,217-290-9429,Tinley Park,60487,Midwest,txluna,s?a\FYasm_,Stop
783654,Terence,Clay,M,terence.clay@outlook.com,7/24/1995,22.03,81,2016,439-99-6942,206-289-2344,Tacoma,98413,West,tpclay,IJR5V*XmxE,Running
845635,Bettie,Holman,F,bettie.holman@hotmail.co.uk,12/24/1979,37.62,48,2013,606-87-8889,217-804-2508,Peoria,61615,Midwest,bqholman,maWuXrH#N86^ri<,Stop
266624,Boyd,Greer,M,boyd.greer@yahoo.co.in,1/30/1996,21.51,85,2017,397-33-0382,228-432-2011,Neely,39461,South,bggreer,401RX;OPxm!Y,Running
682855,Corey,Edwards,M,corey.edwards@gmail.com,6/19/1969,48.14,55,1990,296-15-4513,216-702-2482,Patriot,45658,Midwest,cjedwards,7zd+X33Qh?wSX,Stop
229899,Violet,Lindsay,F,violet.lindsay@charter.net,6/25/1959,58.13,41,2013,340-11-3051,215-568-8372,Tionesta,16353,Northeast,vtlindsay,SFWZ]C9u~7?<[-,Running
701561,Camille,Mullins,F,camille.mullins@yahoo.com,6/3/1967,50.19,49,2001,764-29-7040,209-722-2736,Sun City,92586,West,cdmullins,x5u-!{Lew5@hmyF,Stop
114862,Nicole,Rodriquez,F,nicole.rodriquez@gmail.com,2/1/1964,53.52,44,2002,378-37-2300,316-533-5513,Garland,66741,Midwest,nfrodriquez,Q|Vt{U?-?9,Running
445650,Joan,Bauer,M,joan.bauer@yahoo.com,1/28/1982,35.52,50,2013,553-99-8862,803-643-2327,Columbia,29220,South,jnbauer,t!?hxUQ<a--v:,Stop
574544,Kennith,Marquez,M,kennith.marquez@aol.com,12/9/1971,45.67,87,1994,561-99-5918,236-976-7820,Appomattox,24522,South,klmarquez,7Ri7.TH^z,Running
990758,Mae,Hurst,F,mae.hurst@gmail.com,7/8/1988,29.07,49,2010,757-12-6330,215-708-1606,Scotland,17254,Northeast,mphurst,9x%;2f40zOOF1{,Running
833424,Denver,Mann,M,denver.mann@exxonmobil.com,7/8/1958,59.1,86,1987,105-02-7288,236-242-0935,Shortt Gap,24647,South,dimann,Bqk|_Cvr4c9IV,Stop
864834,Milford,Dickerson,M,milford.dickerson@gmail.com,10/26/1965,51.79,81,1999,011-94-6151,208-338-5685,Garden Valley,83622,West,mydickerson,rDg?$7aw:,Running
703495,Marva,Phelps,F,marva.phelps@hotmail.com,4/3/1974,43.35,52,2015,753-07-3049,217-648-8520,Hoffman Estates,60179,Midwest,mbphelps,E4CawER}oD,Running
222179,Betsy,Dillon,F,betsy.dillon@msn.com,12/4/1982,34.67,60,2014,203-84-4304,229-371-7539,Roswell,30077,South,bpdillon,t//pdx@R>/\1&,Stop
951011,Celeste,Ramirez,F,celeste.ramirez@aol.com,11/30/1981,35.68,56,2015,652-62-3242,339-240-1441,Andover,1899,Northeast,cdramirez,H6Q<s~PGz1Z,Running
187639,Tonya,Burke,F,tonya.burke@aol.com,6/13/1982,35.15,52,2015,019-94-7438,308-625-7172,Ravenna,68869,Midwest,tdburke,3[{aH<j-i*,Running
375051,Deana,Spencer,F,deana.spencer@hotmail.com,7/30/1976,41.02,55,2000,165-86-3979,505-769-0092,Carlsbad,88221,West,dpspencer,zyCDxA7t,Stop
509810,Susanne,Joseph,F,susanne.joseph@gmail.com,12/25/1963,53.63,60,1985,512-33-6786,219-743-6620,Ladoga,47954,Midwest,smjoseph,gDB@-|6x,Stop
625661,Cole,Spencer,M,cole.spencer@yahoo.com,6/17/1959,58.15,53,2003,148-23-2588,215-232-9400,Harrisburg,17120,Northeast,caspencer,JEc3;Cas,Running
662168,Marlon,Whitaker,M,marlon.whitaker@aol.com,4/10/1982,35.32,51,2008,306-37-4565,217-843-4951,Dallas City,62330,Midwest,mewhitaker,Fyp>igKRmcWyH#,Stop
678244,Trudy,Frazier,F,trudy.frazier@rediffmail.com,6/5/1960,57.18,41,2007,136-25-5276,218-634-3825,Currie,56123,Midwest,tzfrazier,cCO#_0sdRO|,Running
864339,Tania,May,F,tania.may@hotmail.com,4/3/1960,57.36,51,1985,304-37-2885,239-374-3264,Lehigh Acres,33971,South,tgmay,o9r#b630i3BixF*,Stop
436424,Leonel,Guerrero,M,leonel.guerrero@exxonmobil.com,5/5/1992,25.25,60,2014,557-99-7283,239-927-2354,Zephyrhills,33540,South,lgguerrero,l^4Hd7GiP,Running
606834,Nadia,Stokes,F,nadia.stokes@gmail.com,7/20/1979,38.05,57,2005,470-57-5153,228-757-9686,Tiplersville,38674,South,nzstokes,p\7h4H>%Z[4%R&H,Running
268942,Cody,Dillard,M,cody.dillard@gmail.com,2/21/1976,41.46,81,2001,093-02-5538,231-865-3509,Bloomfield Hills,48303,Midwest,ccdillard,ju+ncKnI?-2,Running
484822,Megan,Fry,F,megan.fry@gmail.com,1/19/1996,21.54,42,2017,724-28-9985,225-343-4382,Bunkie,71322,South,mtfry,dJMzI@IE0qHm,Stop
397241,Darla,Durham,F,darla.durham@microsoft.com,6/26/1987,30.11,60,2012,149-23-3818,231-256-0340,Flushing,48433,Midwest,dsdurham,Ea-HhOd1$,Stop
924252,Cecile,Ross,F,cecile.ross@bp.com,1/4/1994,23.58,40,2016,765-27-7606,209-356-4542,Freedom,95019,West,ciross,QB;}Xr~gbdhYF7,Running
717079,Helene,Franco,F,helene.franco@shell.com,6/25/1967,50.13,40,2002,702-18-0397,316-308-5431,Manhattan,66503,Midwest,hkfranco,5MF>8TpVFy:,Running
494794,Vernon,Buchanan,M,vernon.buchanan@gmail.com,12/17/1993,23.63,58,2015,156-23-8758,405-450-9390,Meers,73558,South,vcbuchanan,hr$Rdkq?Pf-t6C;,Running
970841,Marva,Santiago,F,marva.santiago@gmail.com,10/27/1988,28.77,44,2012,274-17-8211,210-779-5897,Bellaire,77401,South,mcsantiago,Q@n?URO9VVJ_,Stop
281794,Yvette,Bentley,F,yvette.bentley@hotmail.com,5/30/1992,25.18,56,2015,521-99-6108,319-754-5182,Highlandville,52149,Midwest,yxbentley,cH<lWWLf,Stop
520539,Derick,Daugherty,M,derick.daugherty@hotmail.com,12/31/1985,31.59,71,2007,050-02-7511,216-232-8382,Cincinnati,45237,Midwest,drdaugherty,j8HU.;8ZbkVt,Running
567269,Fay,Villarreal,F,fay.villarreal@yahoo.com,4/4/1989,28.33,56,2012,276-17-8153,210-524-0203,Tioga,76271,South,fovillarreal,WU7Lt9]{SuEWcy,Running
749292,Deanna,Wilkins,F,deanna.wilkins@ibm.com,12/18/1962,54.65,42,2016,092-02-1017,314-779-4065,Saginaw,64864,Midwest,dewilkins,gMiy%/R2B4L|g,Stop
292144,Augusta,Andrews,F,augusta.andrews@gmail.com,12/16/1985,31.64,54,2013,540-83-5625,314-692-9769,Maryland Heights,63043,Midwest,apandrews,5C%zpn??|n,Running
896825,Erna,Tran,F,erna.tran@gmail.com,9/7/1976,40.92,60,2009,447-27-1576,205-634-3652,Talladega,35161,South,eatran,oBE^bDLIMLCT/Zb,Running
216408,Luther,Short,M,luther.short@gmail.com,6/13/1993,24.14,89,2017,759-12-0402,216-816-1233,Reynoldsburg,43069,Midwest,lhshort,Go2WO1&.,Running
579003,Curtis,Williamson,M,curtis.williamson@hotmail.com,7/21/1974,43.05,57,2013,357-08-2317,210-264-2382,Houston,77098,South,cswilliamson,Vfi>jezaTr,Running
249410,Yvette,Rivers,F,yvette.rivers@ibm.com,11/9/1971,45.75,50,2006,689-24-6905,203-832-8970,Canton Center,6020,Northeast,ycrivers,miyQCC^{jOEyJo!,Running
241389,Walter,Velez,M,walter.velez@gmail.com,4/21/1992,25.28,72,2016,126-98-9311,236-435-5027,Gainesville,20155,South,wgvelez,aIpLVWX[!-th!lg,Stop
311405,Christa,Wilkins,F,christa.wilkins@verizon.net,10/25/1974,42.79,42,2011,725-18-6016,262-803-9394,Bruce,54819,Midwest,cpwilkins,7D.Hbil6:,Stop
796832,Milton,Neal,M,milton.neal@gmail.com,12/4/1971,45.68,52,2003,358-08-6725,212-967-0888,Cropseyville,12052,Northeast,mzneal,r+q!I+Eduvi[:1~,Running
976347,Kimberly,Harmon,F,kimberly.harmon@gmail.com,10/6/1991,25.83,42,2015,761-12-1475,316-466-5947,Farlington,66734,Midwest,ktharmon,uDyNjm!;e,Running
363748,Lemuel,Houston,M,lemuel.houston@charter.net,1/22/1979,38.54,69,2014,028-92-4476,206-379-8797,Grandview,98930,West,lehouston,zaqkU3Oe&,Stop
368157,Marcie,Weiss,F,marcie.weiss@yahoo.com,10/22/1994,22.78,57,2016,404-73-8790,803-286-4103,Monticello,29106,South,mnweiss,Z]^DZL<.,Stop
466203,Bart,Whitaker,M,bart.whitaker@hotmail.com,6/23/1962,55.13,79,2007,235-57-8388,225-846-2122,Woodworth,71485,South,biwhitaker,3!0bh1$NJ^HA&JC,Running
893798,Patrice,Koch,F,patrice.koch@shaw.ca,5/19/1995,22.21,59,2016,362-39-6645,210-406-6365,Shafter,79850,South,pnkoch,11RW8f1nE,Running
501368,Xavier,Mcintosh,M,xavier.mcintosh@gmail.com,12/10/1990,26.65,65,2014,035-74-2854,212-439-3754,New York City,10165,Northeast,xomcintosh,e^bXhtt4,Stop
507594,Lidia,Rojas,F,lidia.rojas@yahoo.com,9/6/1993,23.91,41,2016,218-89-0801,209-694-7271,Litchfield,96117,West,lkrojas,6G0yzR]%,Running
390989,Essie,Bridges,F,essie.bridges@yahoo.co.uk,3/13/1993,24.39,46,2015,185-86-5982,215-584-1122,Harrisburg,17177,Northeast,ecbridges,t+FMKQwt]|,Running
312364,Sondra,Stephens,F,sondra.stephens@msn.com,11/11/1976,40.74,47,2001,572-99-0507,209-594-8387,Boonville,95415,West,snstephens,G+qb<cAX6meB,Running
444670,Monte,Contreras,M,monte.contreras@gmail.com,5/14/1975,42.24,51,1998,477-55-7262,206-909-1183,Wallula,99363,West,macontreras,mnG&.e#@?[G.DU,Running
969572,Ernesto,Moreno,M,ernesto.moreno@hotmail.com,11/27/1965,51.7,85,2006,122-98-7403,236-477-3313,Hume,22639,South,eumoreno,h2Ijli&\{R+7R,Stop
129405,Ismael,Ellis,M,ismael.ellis@charter.net,4/10/1975,42.33,62,2000,477-55-7715,603-891-5427,Mont Vernon,3057,Northeast,isellis,wkl3qxbu],Running
612960,Elijah,Hopkins,M,elijah.hopkins@aol.com,4/26/1994,23.27,56,2016,038-74-6930,210-692-2678,Waco,76714,South,ekhopkins,vwk4^lqY,Stop
328690,Leigh,Mccall,F,leigh.mccall@gmail.com,7/18/1987,30.05,51,2008,619-87-2551,262-810-4875,Cedarburg,53012,Midwest,lkmccall,9x4hKo7gNB8]]|y,Stop
960091,Genaro,Stafford,M,genaro.stafford@yahoo.com,8/17/1979,37.97,77,2000,320-11-2235,702-913-9143,Dyer,89010,West,gwstafford,R1yt\904!2PNE,Running
563448,Lucy,Hinton,F,lucy.hinton@yahoo.com,5/24/1976,41.21,47,1998,695-16-6326,252-398-5078,Gaston,27832,South,lfhinton,Rr}OLYK@\%.I^_,Stop
982922,Bernadette,Glass,F,bernadette.glass@hotmail.com,5/24/1994,23.19,47,2016,334-11-0572,239-692-2402,Pinellas Park,33780,South,bhglass,rXoJB5U1|hEtw,Running
646972,Lee,Peck,M,lee.peck@gmail.com,2/10/1976,41.49,57,2009,180-86-0599,210-788-1120,Dallas,75360,South,lfpeck,WR+[96-$,Running
387407,Damian,Ellison,M,damian.ellison@gmail.com,4/26/1962,55.29,54,2010,512-33-2215,212-904-4176,Rochester,14612,Northeast,dqellison,MfY4\gX>C9&m?t,Running
468347,Dusty,Hendricks,M,dusty.hendricks@gmail.com,6/4/1967,50.18,69,2013,503-45-4085,201-864-2613,Paterson,7502,Northeast,drhendricks,g$hyk@/~dm<?f,Running
707678,Katina,Wynn,F,katina.wynn@gmail.com,9/13/1987,29.89,44,2015,626-85-1863,303-806-3222,Arlington,81021,West,kswynn,E[&VGBMY,Running
709899,Clair,Morris,M,clair.morris@gmail.com,7/7/1958,59.1,72,1981,079-02-5317,206-614-8704,Loon Lake,99148,West,cjmorris,9!n45z-t9i,Running
931481,Ernesto,Short,M,ernesto.short@hotmail.com,2/3/1993,24.5,50,2015,683-24-2543,252-477-0326,Garner,27529,South,eushort,B}0NZcG@_C_mme,Stop
415337,Frankie,Wiggins,F,frankie.wiggins@gmail.com,10/24/1958,58.8,57,1990,377-37-7795,303-773-3071,Denver,80220,West,fjwiggins,Ul/@<:L*%Tbx%u,Stop
795746,Angelique,Guy,F,angelique.guy@hotmail.com,4/23/1990,27.28,44,2012,732-28-2021,210-875-3303,Dallas,75376,South,agguy,OTNaNwh[/|5s.a%,Running
